預註冊閘門通過：DECISION_20260907_R460_HARNESS_PREREG.md 授權 g_r460_harness_lcb2_a1
20 題（lcb2　offset=0　題序 [0, 20)）　輸出 runs/g_r460_harness_lcb2_a1
── 量具驗證（先答已知答案）
   參考解通過 3/3　壞解被擋 3/3
   可見閘門（CONFORM 決策量具）參考解通過 3/3　樁被擋 3/3　覆蓋 3/3
── 模型池：6 個 agent／1 個模型家族
  [OFF5 10/20] 需求符合=True 接受=True 累計呼叫=50
  [HPI 10/20] 需求符合=True 接受=True 累計呼叫=14
  [HOC 10/20] 需求符合=True 接受=True 累計呼叫=20
  [HMIX 10/20] 需求符合=True 接受=True 累計呼叫=13
  [OFF 11/20] 需求符合=True 接受=True 累計呼叫=11
  [CONFORM 11/20] 需求符合=False 接受=True 累計呼叫=17
  [OFF5 11/20] 需求符合=True 接受=True 累計呼叫=55
  [HPI 11/20] 需求符合=True 接受=True 累計呼叫=15
  [HOC 11/20] 需求符合=True 接受=True 累計呼叫=22
  [HMIX 11/20] 需求符合=True 接受=True 累計呼叫=14
  [OFF 12/20] 需求符合=True 接受=True 累計呼叫=12
  [CONFORM 12/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF5 12/20] 需求符合=True 接受=True 累計呼叫=60
  [HPI 12/20] 需求符合=True 接受=True 累計呼叫=16
  [HOC 12/20] 需求符合=True 接受=True 累計呼叫=24
  [HMIX 12/20] 需求符合=True 接受=True 累計呼叫=15
  [OFF 13/20] 需求符合=False 接受=True 累計呼叫=13
  [CONFORM 13/20] 需求符合=False 接受=False 累計呼叫=23
  [OFF5 13/20] 需求符合=False 接受=True 累計呼叫=65
  [HPI 13/20] 需求符合=True 接受=True 累計呼叫=21
  [HOC 13/20] 需求符合=False 接受=False 累計呼叫=29
  [HMIX 13/20] 需求符合=False 接受=False 累計呼叫=19
  [OFF 14/20] 需求符合=False 接受=True 累計呼叫=14
  [CONFORM 14/20] 需求符合=False 接受=True 累計呼叫=25
  [OFF5 14/20] 需求符合=False 接受=True 累計呼叫=70
  [HPI 14/20] 需求符合=False 接受=True 累計呼叫=22
  [HOC 14/20] 需求符合=True 接受=True 累計呼叫=31
  [HMIX 14/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF 15/20] 需求符合=False 接受=True 累計呼叫=15
  [CONFORM 15/20] 需求符合=False 接受=False 累計呼叫=30
  [OFF5 15/20] 需求符合=False 接受=True 累計呼叫=75
  [HPI 15/20] 需求符合=False 接受=False 累計呼叫=24
  [HOC 15/20] 需求符合=False 接受=False 累計呼叫=36
  [HMIX 15/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF 16/20] 需求符合=True 接受=True 累計呼叫=16
  [CONFORM 16/20] 需求符合=True 接受=True 累計呼叫=32
  [OFF5 16/20] 需求符合=True 接受=True 累計呼叫=80
  [HPI 16/20] 需求符合=True 接受=True 累計呼叫=26
  [HOC 16/20] 需求符合=True 接受=True 累計呼叫=38
  [HMIX 16/20] 需求符合=True 接受=True 累計呼叫=23
  [OFF 17/20] 需求符合=False 接受=True 累計呼叫=17
  [CONFORM 17/20] 需求符合=False 接受=False 累計呼叫=37
  [OFF5 17/20] 需求符合=True 接受=True 累計呼叫=85
  [HPI 17/20] 需求符合=False 接受=False 累計呼叫=30
  [HOC 17/20] 需求符合=True 接受=True 累計呼叫=40
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=24
  [OFF 18/20] 需求符合=False 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=True 接受=True 累計呼叫=40
  [OFF5 18/20] 需求符合=False 接受=True 累計呼叫=90
  [HPI 18/20] 需求符合=True 接受=True 累計呼叫=32
  [HOC 18/20] 需求符合=True 接受=True 累計呼叫=42
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=25
  [OFF 19/20] 需求符合=False 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=False 接受=True 累計呼叫=41
  [OFF5 19/20] 需求符合=False 接受=True 累計呼叫=95
  [HPI 19/20] 需求符合=True 接受=True 累計呼叫=34
  [HOC 19/20] 需求符合=True 接受=True 累計呼叫=44
  [HMIX 19/20] 需求符合=True 接受=True 累計呼叫=26
  [OFF 20/20] 需求符合=False 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=False 接受=True 累計呼叫=42
  [OFF5 20/20] 需求符合=False 接受=True 累計呼叫=100
  [HPI 20/20] 需求符合=True 接受=True 累計呼叫=35
  [HOC 20/20] 需求符合=True 接受=True 累計呼叫=46
  [HMIX 20/20] 需求符合=True 接受=True 累計呼叫=27
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 9, "demand_equals_output_rate": 0.45, "coverage": 1.0, "correct_delivery_rate": 0.45, "raw_final_accuracy": 0.45, "calls_per_task": 1.0, "calls_per_correct_delivery": 2.2222222222222223, "leaked": 11, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 27202, "p95": 79207, "max": 162765}, "by_role": {"gen": {"n": 20, "p50": 27202, "p95": 79207, "max": 162765}}, "failed_attempts": 0}, "wall_s": 800.1, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 42, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 17, "accepted_and_meets_demand": 10, "demand_equals_output_rate": 0.5882352941176471, "coverage": 0.85, "correct_delivery_rate": 0.5, "raw_final_accuracy": 0.5, "calls_per_task": 2.1, "calls_per_correct_delivery": 4.2, "leaked": 7, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 42, "p50": 32777, "p95": 190397, "max": 264556}, "by_role": {"gen": {"n": 42, "p50": 32777, "p95": 190397, "max": 264556}}, "failed_attempts": 0}, "wall_s": 2667.5, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 20, "calls": 100, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 10, "demand_equals_output_rate": 0.5, "coverage": 1.0, "correct_delivery_rate": 0.5, "raw_final_accuracy": 0.5, "calls_per_task": 5.0, "calls_per_correct_delivery": 10.0, "leaked": 10, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 100, "p50": 35917, "p95": 174378, "max": 463544}, "by_role": {"gen": {"n": 100, "p50": 35917, "p95": 174378, "max": 463544}}, "failed_attempts": 0}, "wall_s": 5567.6, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HPI: {"tasks": 20, "calls": 35, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 14, "demand_equals_output_rate": 0.7777777777777778, "coverage": 0.9, "correct_delivery_rate": 0.7, "raw_final_accuracy": 0.7, "calls_per_task": 1.75, "calls_per_correct_delivery": 2.5, "leaked": 4, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 36, "p50": 26636, "p95": 262596, "max": 372614}, "by_role": {"gen": {"n": 35, "p50": 27977, "p95": 262596, "max": 372614}, "wire_probe": {"n": 1, "p50": 5726, "p95": 5726, "max": 5726}}, "failed_attempts": 0}, "wall_s": 1978.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HOC: {"tasks": 20, "calls": 46, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8888888888888888, "coverage": 0.9, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 2.3, "calls_per_correct_delivery": 2.875, "leaked": 2, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 46, "p50": 13107, "p95": 155997, "max": 354118}, "by_role": {"gen": {"n": 46, "p50": 13107, "p95": 155997, "max": 354118}}, "failed_attempts": 0}, "wall_s": 1505.9, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 27, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 18, "demand_equals_output_rate": 0.9473684210526315, "coverage": 0.95, "correct_delivery_rate": 0.9, "raw_final_accuracy": 0.9, "calls_per_task": 1.35, "calls_per_correct_delivery": 1.5, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 27, "p50": 34473, "p95": 132227, "max": 153050}, "by_role": {"gen": {"n": 27, "p50": 34473, "p95": 132227, "max": 153050}}, "failed_attempts": 0}, "wall_s": 1234.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r460_harness_lcb2_a1/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
